name,Decade,Year,count,unique,min,max,range,sum,mean,median,stddev,minority,majority,q1,q3,iqr
W29,2000,2004,12,12,-0.0037824930985031,-0.0028188637003532,0.0009636293981499,-0.0394910419342864,-0.00329092016119053,-0.00326054813477605,0.00026577528452334,-0.0037824930985031,-0.0037824930985031,-0.00346145623274695,-0.003136073140458,0.00032538309228895
W22,2000,2004,12,12,-0.0037536198798055,-0.0028219482625778,0.0009316716172277,-0.0384501778402982,-0.00320418148669152,-0.0031568091538204,0.000272896640709216,-0.0037536198798055,-0.0037536198798055,-0.0033941525180689,-0.00298359827111935,0.00041055424694955
W17,2000,2004,12,12,-0.0037389245889557,-0.0027070630757957,0.00103186151316,-0.0381096216427808,-0.00317580180356507,-0.0031622569635979,0.00029458544578408,-0.0037389245889557,-0.0037389245889557,-0.0033844186428504,-0.00295694703128905,0.00042747161156135
W31,2000,2004,12,12,-0.0035830661654472,-0.0018840283155441,0.0016990378499031,-0.0351078659296031,-0.00292565549413359,-0.0030157719738781,0.000464718074464454,-0.0035830661654472,-0.0035830661654472,-0.00323944678530095,-0.0026529994793236,0.00058644730597735
W7,2000,2004,12,12,-0.0034897030193787,-0.0026531747825612,0.0008365282368175,-0.0371395990047587,-0.00309496658372989,-0.00309066236060285,0.000253946260779958,-0.0034897030193787,-0.0034897030193787,-0.003311311270926,-0.0029221484172568,0.0003891628536692
W16,2000,2004,12,12,-0.0035790306022995,-0.0021883577484833,0.0013906728538162,-0.0361002592061549,-0.00300835493384624,-0.00307055948912685,0.000391172899128916,-0.0035790306022995,-0.0035790306022995,-0.0032787728273182,-0.00277514562286645,0.00050362720445175
W24,2000,2004,12,12,-0.0038028576721747,-0.0028383458654085,0.0009645118067662,-0.0403353174527481,-0.00336127645439568,-0.00332549974943195,0.000279654629533027,-0.0038028576721747,-0.0038028576721747,-0.0035864876893659,-0.00317080381015935,0.00041568387920655
W9,2000,2004,12,12,-0.0037149237468838,-0.0025315014645457,0.0011834222823381,-0.037521484618385,-0.00312679038486542,-0.00304252933710805,0.000319715500329569,-0.0037149237468838,-0.0037149237468838,-0.00339033594354985,-0.0029255030676722,0.00046483287587765
W15,2000,2004,12,12,-0.0039428646365801,-0.0027836794033646,0.0011591852332155,-0.0403378568589681,-0.00336148807158068,-0.00329875713214275,0.000314740938283542,-0.0039428646365801,-0.0039428646365801,-0.00365000233675035,-0.0031683384440839,0.00048166389266645
W35,2000,2004,12,12,-0.0039729725424598,-0.0027988655572284,0.0011741069852314,-0.0405424861762417,-0.00337854051468681,-0.00331171107645905,0.000322231382735482,-0.0039729725424598,-0.0039729725424598,-0.00369544509243625,-0.0031800715587144,0.00051537353372185
W8,2000,2004,12,12,-0.0038209361955523,-0.0023699179291725,0.0014510182663798,-0.0376109601929778,-0.00313424668274815,-0.0030830656178295,0.000394652867750561,-0.0038209361955523,-0.0038209361955523,-0.00344791403040285,-0.002897216938436,0.00055069709196685
W18,2000,2004,12,12,-0.0037852469831705,-0.0023949090391397,0.0013903379440308,-0.03718832693994,-0.003099027244995,-0.0030346303246915,0.000372563480721961,-0.0037852469831705,-0.0037852469831705,-0.0033769756555557,-0.0028680758550763,0.0005088998004794
W30,2000,2004,12,12,-0.003558904165402,-0.002506518503651,0.001052385661751,-0.0372562687844033,-0.00310468906536694,-0.00304316228721285,0.000307589455203405,-0.003558904165402,-0.003558904165402,-0.0033885746961459,-0.00288933061528945,0.00049924408085645
W1,2000,2005,12,12,-0.0029774441694219,-0.0018513767669598,0.0011260674024621,-0.0282721488426123,-0.00235601240355102,-0.00231050187721845,0.00032624810248418,-0.0029774441694219,-0.0029774441694219,-0.002587580277274,-0.0021583318399886,0.0004292484372854
W3,2000,2005,12,12,-0.0030709499834362,-0.0024547402550557,0.0006162097283805,-0.0329890367330523,-0.00274908639442102,-0.00274286370410085,0.00016758749199406,-0.0030709499834362,-0.0030709499834362,-0.00287262857404645,-0.0026410579536461,0.00023157062040035
W21,2000,2005,12,12,-0.0033500938475316,-0.0022152786544834,0.0011348151930482,-0.0341783840028247,-0.00284819866690206,-0.0028543274644075,0.000264538578950887,-0.0033500938475316,-0.0033500938475316,-0.00300268978288955,-0.0027280371613224,0.00027465262156715
