layer,distance,elevation
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,5751.62859148,2559.11328125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,5781.19915668239,2560.14819335938
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,5789.26748875782,2560.14819335938
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,5818.16155765589,2559.68212890625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,5848.33152877853,2560.76708984375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,5879.22633347953,2560.76708984375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,5909.2915506908,2559.7080078125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,5938.21740656881,2558.57275390625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,5967.14884770148,2558.42993164062
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,5976.62509929705,2558.42993164062
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6005.00168106246,2559.12280273438
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6031.46581096724,2560.67626953125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6041.12329242144,2560.67626953125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6070.9100105353,2560.2783203125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6099.75167596496,2561.54467773438
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6128.32285006174,2560.93115234375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6140.91005251487,2561.6513671875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6169.88758883303,2561.6513671875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6200.70264992831,2560.57446289062
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6229.78780218814,2559.91455078125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6261.3021071002,2559.79052734375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6267.80025924019,2569.75830078125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6297.76228262647,2566.09057617188
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6327.71346928053,2559.5966796875
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6357.71991677376,2559.48364257812
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6387.88112022214,2559.36645507812
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6417.48072188335,2561.12109375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6424.2791098139,2561.12109375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6453.62845526763,2561.12109375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6484.26472899304,2564.29077148438
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6506.01582665136,2578.29711914062
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6528.48656480518,2558.2431640625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6554.84197511056,2558.92651367188
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6570.90393372384,2559.57153320312
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6595.17229702955,2558.98608398438
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6617.32988650748,2558.95947265625
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6638.15407624567,2558.90942382812
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6658.85581863226,2559.02514648438
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6681.67061956913,2558.28979492188
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6707.55962515721,2558.48950195312
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6724.04562484837,2558.09912109375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6749.11705048045,2557.548828125
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6774.18984346335,2558.65747070312
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6793.55289482185,2559.19799804688
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6816.22033194452,2559.19799804688
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6839.21005977921,2557.740234375
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6855.23219666874,2558.95971679688
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6881.80522416618,2558.95971679688
COP30_ab0128eb_7248_4bb0_b1fe_4e49854ba34c,6908.44459304671,2558.83837890625
